RUN	activitiadmissiondatabase.AdmisstionLoadWithRTLSimulation	admisstionloadwithrtlsimulation	1544780819980	 	3.0.1.1
REQUEST	157		completeTask	1544780880492	1544780883591	OK	 
REQUEST	57		completeTask	1544780881428	1544780883595	OK	 
REQUEST	166		getCurrentSingleTask	1544780883590	1544780883612	OK	 
REQUEST	156		completeTask	1544780880518	1544780883623	OK	 
REQUEST	162		getCurrentSingleTask	1544780883597	1544780883623	OK	 
REQUEST	79		getCurrentSingleTask	1544780883628	1544780883645	OK	 
REQUEST	159		completeTask	1544780880558	1544780883651	OK	 
REQUEST	153		completeTask	1544780883718	1544780883794	OK	 
USER	auto online shopping	153	END	1544780876313	1544780883794
REQUEST	87		getCurrentSingleTask	1544780883878	1544780883890	OK	 
REQUEST	154		completeTask	1544780883898	1544780883968	OK	 
REQUEST	154		getCurrentSingleTask	1544780883968	1544780883985	OK	 
USER	leave no pass	47	END	1544780834309	1544780884019
REQUEST	91		completeTask	1544780883048	1544780884144	OK	 
USER	leave no pass	53	END	1544780837303	1544780884588
USER	leave no pass	57	END	1544780839319	1544780884589
REQUEST	160		getCurrentSingleTask	1544780884628	1544780884897	OK	 
REQUEST	51		completeTask	1544780882538	1544780884899	OK	 
REQUEST	161		getCurrentSingleTask	1544780884658	1544780884899	OK	 
REQUEST	163		completeTask	1544780880492	1544780884900	OK	 
REQUEST	164		completeTask	1544780884568	1544780884900	OK	 
REQUEST	158		completeTask	1544780880518	1544780884900	OK	 
REQUEST	93		completeTask	1544780881869	1544780885429	OK	 
REQUEST	91		getCurrentSingleTask	1544780885148	1544780885430	OK	 
REQUEST	55		completeTask	1544780883979	1544780885431	OK	 
REQUEST	83		completeTask	1544780883048	1544780885432	OK	 
REQUEST	154		completeTask	1544780884988	1544780885432	OK	 
USER	auto online shopping	154	END	1544780877308	1544780885433
REQUEST	164		getCurrentSingleTask	1544780884900	1544780885433	OK	 
REQUEST	155		getCurrentSingleTask	1544780885528	1544780885549	OK	 
REQUEST	157		getCurrentSingleTask	1544780885588	1544780885618	OK	 
REQUEST	156		getCurrentSingleTask	1544780885609	1544780885633	OK	 
REQUEST	159		getCurrentSingleTask	1544780885641	1544780885655	OK	 
REQUEST	162		completeTask	1544780884598	1544780885677	OK	 
REQUEST	165		completeTask	1544780885640	1544780885711	OK	 
REQUEST	165		getCurrentSingleTask	1544780885711	1544780885726	OK	 
USER	leave no pass	51	END	1544780836319	1544780885900
REQUEST	79		completeTask	1544780884638	1544780886424	OK	 
USER	leave no pass	55	END	1544780838310	1544780886452
USER	leave pass	162	END	1544780877312	1544780886688
REQUEST	83		getCurrentSingleTask	1544780886439	1544780888872	OK	 
REQUEST	93		getCurrentSingleTask	1544780886439	1544780888873	OK	 
REQUEST	163		getCurrentSingleTask	1544780886888	1544780888876	OK	 
REQUEST	158		getCurrentSingleTask	1544780886888	1544780888880	OK	 
REQUEST	79		getCurrentSingleTask	1544780887441	1544780888881	OK	 
REQUEST	165		completeTask	1544780886728	1544780889308	OK	 
USER	auto online shopping	165	END	1544780879320	1544780889309
REQUEST	98		completeTask	1544780883918	1544780889311	OK	 
REQUEST	166		completeTask	1544780886621	1544780889312	OK	 
REQUEST	157		completeTask	1544780886621	1544780889312	OK	 
REQUEST	166		getCurrentSingleTask	1544780889312	1544780889329	OK	 
REQUEST	95		completeTask	1544780881809	1544780889365	OK	 
REQUEST	59		completeTask	1544780882948	1544780889445	OK	 
REQUEST	164		completeTask	1544780886439	1544780889446	OK	 
REQUEST	97		completeTask	1544780883087	1544780889446	OK	 
USER	auto online shopping	164	END	1544780878301	1544780889446
REQUEST	156		completeTask	1544780886648	1544780889447	OK	 
REQUEST	161		completeTask	1544780885901	1544780889449	OK	 
REQUEST	160		completeTask	1544780885900	1544780889449	OK	 
REQUEST	91		completeTask	1544780886439	1544780889449	OK	 
REQUEST	155		completeTask	1544780886571	1544780889554	OK	 
REQUEST	75		completeTask	1544780882910	1544780889589	OK	 
REQUEST	159		completeTask	1544780886658	1544780889634	OK	 
REQUEST	87		completeTask	1544780884878	1544780889635	OK	 
REQUEST	61		completeTask	1544780882219	1544780889635	OK	 
USER	leave pass	157	END	1544780877310	1544780890325
REQUEST	98		getCurrentSingleTask	1544780890325	1544780890393	OK	 
REQUEST	95		getCurrentSingleTask	1544780890380	1544780890396	OK	 
USER	leave pass	156	END	1544780877309	1544780890440
USER	leave pass	161	END	1544780877312	1544780890451
USER	leave pass	160	END	1544780877311	1544780890451
USER	leave pass	155	END	1544780877308	1544780890541
USER	leave pass	159	END	1544780877311	1544780890628
REQUEST	97		getCurrentSingleTask	1544780890431	1544780890887	OK	 
REQUEST	59		getCurrentSingleTask	1544780890461	1544780890888	OK	 
REQUEST	75		getCurrentSingleTask	1544780890589	1544780890888	OK	 
REQUEST	87		getCurrentSingleTask	1544780890629	1544780890888	OK	 
REQUEST	91		getCurrentSingleTask	1544780890441	1544780890889	OK	 
REQUEST	166		completeTask	1544780890334	1544780890896	OK	 
USER	auto online shopping	166	END	1544780880322	1544780890896
REQUEST	61		getCurrentSingleTask	1544780890629	1544780890902	OK	 
REQUEST	83		completeTask	1544780889878	1544780890981	OK	 
REQUEST	79		completeTask	1544780889868	1544780891015	OK	 
REQUEST	163		completeTask	1544780889879	1544780891015	OK	 
REQUEST	93		completeTask	1544780889879	1544780891965	OK	 
REQUEST	83		getCurrentSingleTask	1544780891969	1544780891996	OK	 
REQUEST	158		completeTask	1544780889879	1544780891997	OK	 
USER	leave no pass	79	END	1544780844319	1544780892011
USER	leave pass	163	END	1544780877313	1544780892011
REQUEST	93		getCurrentSingleTask	1544780892949	1544780892966	OK	 
REQUEST	97		completeTask	1544780891889	1544780892966	OK	 
REQUEST	91		completeTask	1544780891889	1544780892998	OK	 
REQUEST	75		completeTask	1544780891889	1544780892999	OK	 
USER	leave pass	158	END	1544780877310	1544780893009
REQUEST	95		completeTask	1544780891388	1544780893467	OK	 
REQUEST	59		completeTask	1544780891878	1544780893988	OK	 
REQUEST	87		completeTask	1544780891899	1544780894005	OK	 
REQUEST	61		completeTask	1544780891899	1544780894005	OK	 
USER	leave no pass	91	END	1544780847319	1544780894006
USER	leave no pass	75	END	1544780843300	1544780894010
REQUEST	97		getCurrentSingleTask	1544780893996	1544780894024	OK	 
REQUEST	98		completeTask	1544780891388	1544780894466	OK	 
REQUEST	95		getCurrentSingleTask	1544780894472	1544780894491	OK	 
USER	leave no pass	59	END	1544780840319	1544780895013
USER	leave no pass	87	END	1544780846311	1544780895013
USER	leave no pass	61	END	1544780841320	1544780895019
REQUEST	83		completeTask	1544780892999	1544780895164	OK	 
REQUEST	98		getCurrentSingleTask	1544780895469	1544780895534	OK	 
REQUEST	93		completeTask	1544780894002	1544780896088	OK	 
USER	leave no pass	83	END	1544780845318	1544780896161
REQUEST	93		getCurrentSingleTask	1544780897060	1544780899249	OK	 
REQUEST	97		completeTask	1544780895014	1544780899277	OK	 
REQUEST	98		completeTask	1544780896529	1544780899327	OK	 
REQUEST	95		completeTask	1544780895543	1544780899327	OK	 
REQUEST	97		getCurrentSingleTask	1544780900250	1544780900276	OK	 
REQUEST	95		getCurrentSingleTask	1544780900260	1544780900282	OK	 
USER	leave no pass	98	END	1544780851299	1544780900318
REQUEST	93		completeTask	1544780900250	1544780901335	OK	 
USER	leave no pass	93	END	1544780848310	1544780902343
REQUEST	97		completeTask	1544780901280	1544780902364	OK	 
USER	leave no pass	97	END	1544780850315	1544780903383
REQUEST	95		completeTask	1544780901290	1544780903404	OK	 
USER	leave no pass	95	END	1544780849312	1544780904409
REQUEST	147		completeTask	1544780877238	1544780937240	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to localhost/127.0.0.1:8771 after 60000 ms
REQUEST	147		getCurrentSingleTask	1544780937268	1544780937370	OK	 
REQUEST	147		completeTask	1544780938342	1544780938440	OK	 
USER	auto online shopping	147	END	1544780870319	1544780938441
